date,log_load,yearly_seasonal,weekly_seasonal,trend,residual
2018-01-21,9.424453269404689,0.2400131704696494,-0.07861864424653559,9.187593481743818,0.07546526143775623
2018-01-22,9.520202757493553,0.24003219068458898,0.03618900095639832,9.187580003968286,0.05640156188428058
2018-01-23,9.490091074101683,0.23998901520567195,0.03587055017413954,9.187566459264607,0.02666504945726267
2018-01-24,9.389221991185464,0.2398834133114136,0.04261116976979122,9.18755284763278,-0.08082543952852284
2018-01-25,9.361217843554483,0.23971516248220004,0.03334369135346649,9.187539169072805,-0.09938017935398946
2018-01-26,9.354711242124997,0.2394840487670431,0.008903962628600607,9.187525423584681,-0.08120219285532748
2018-01-27,9.305639188079578,0.23918986715964274,-0.07829973063585281,9.18751161116841,-0.04276255961262265
2018-01-28,9.311301223289322,0.23883242198327498,-0.07861864424654061,9.187497731823992,-0.03641028627140486
2018-01-29,9.41665985567783,0.2384115272840075,0.03618900095639824,9.187483785551425,-0.04542445811400064
2018-01-30,9.436731975984856,0.2379270072317288,0.035870550174137726,9.187469772350711,-0.024535353771723223
2018-01-31,9.430369077190203,0.2373786965284624,0.042611169769792234,9.18745569222185,-0.037076481329901156
2018-02-01,9.414701974924206,0.23676644082342224,0.0333436913534646,9.18744154516484,-0.04284970241751829
2018-02-02,9.474645060295334,0.23609009713425316,0.008903962628598674,9.18742733117968,0.04222366935280064
2018-02-03,9.430496130947487,0.23534953427388694,-0.07829973063585355,9.187413050266375,0.08603327704307873
2018-02-04,9.444858981311897,0.2345446332824292,-0.07861864424654073,9.187398702424922,0.10153428985108803
2018-02-05,9.57407161160004,0.2336752878634875,0.036189000956395434,9.18738428765532,0.1168230351248365
2018-02-06,9.567058648309386,0.23274140482433228,0.035870550174138136,9.18736980595757,0.1110768873533452
2018-02-07,9.543061534488237,0.23174290451927784,0.04261116976979326,9.187355257331673,0.08135220286749245
2018-02-08,9.478393552039002,0.23067972129565859,0.03334369135346271,9.187340641777627,0.02702949761225426
2018-02-09,9.457747175426071,0.22955180394176858,0.008903962628592459,9.187325959295435,0.031965449560274806
2018-02-10,9.409737529560392,0.22835911613612156,-0.07829973063584823,9.187311209885094,0.07236693417502416
2018-02-11,9.392616788862458,0.2271016368973871,-0.07861864424654574,9.187296393546605,0.05683740266501225
2018-02-12,9.46298770783726,0.22577936103434645,0.0361890009564023,9.187281510279968,0.013737835566544732
2018-02-13,9.431855932165007,0.22439229959521023,0.03587055017413857,9.187266560085185,-0.01567347768952665
2018-02-14,9.442387501869039,0.2229404803156331,0.04261116976979161,9.187251542962251,-0.010415691178637942
2018-02-15,9.453757028129948,0.2214239480647587,0.03334369135346566,9.18723645891117,0.011752929800552536
2018-02-16,9.44270131234,0.21984276528862498,0.008903962628606932,9.187221307931944,0.02673327649082502
2018-02-17,9.35251968002222,0.21819701245025325,-0.07829973063585649,9.187206090024567,0.02541630818325835
2018-02-18,9.34697060406758,0.21648678846575312,-0.07861864424653597,9.187190805189044,0.02191165465931988
2018-02-19,9.467083095920804,0.21471221113576405,0.03618900095640221,9.187175453425372,0.029006430403267558
2018-02-20,9.501578613755731,0.2128734175715622,0.03587055017413901,9.187160034733553,0.06567461127647789
2018-02-21,9.523775470191255,0.2109705646151582,0.04261116976979262,9.187144549113585,0.08304918669272077
2018-02-22,9.522156974489977,0.20900382925271677,0.03334369135346378,9.18712899656547,0.09268045731832686
2018-02-23,9.490434352540083,0.20697340902063116,0.008903962628584325,9.187113377089206,0.0874436038016615
2018-02-24,9.447544606938727,0.204879522403584,-0.07829973063585723,9.187097690684796,0.13386712448620486
2018-02-25,9.454152188885503,0.20272240922394297,-0.07861864424653611,9.187081937352238,0.1429664865558582
2018-02-26,9.567839975789472,0.2005023310218313,0.0361890009563994,9.18706611709153,0.14408252671971056
2018-02-27,9.621897994083504,0.1982195714252288,0.035870550174139405,9.187050229902676,0.20075764258145945
2018-02-28,9.653946550804363,0.19587443650946224,0.04261116976979097,9.187034275785674,0.22842666873943607
2018-03-01,9.598190125628596,0.19346725514545515,0.03334369135346188,9.187018254740524,0.1843609243891553
2018-03-02,9.560559941413922,0.19099837933610758,0.008903962628588447,9.187002166767225,0.17365543268200057
2018-03-03,9.47241933934007,0.18846818454020026,-0.07829973063585191,9.186986011865779,0.17526487356994203
2018-03-04,9.441948001702523,0.18587706998321324,-0.07861864424654112,9.186969790036185,0.14771978592966484
2018-03-05,9.510574585654956,0.1832254589544698,0.03618900095639659,9.186953501278444,0.10420662446564677
2018-03-06,9.475233487484855,0.18051379909002369,0.03587055017413985,9.186937145592553,0.07191199262813797
2018-03-07,9.464051924856811,0.17774256264072244,0.04261116976979199,9.186920722978517,0.056777469467780506
2018-03-08,9.466051140693473,0.17491224672489508,0.033343691353466494,9.18690423343633,0.07089096917878024
2018-03-09,9.435099284558245,0.172023373565116,0.008903962628592577,9.186887676965998,0.06728427139853821
2018-03-10,9.378362257399846,0.16907649070853048,-0.07829973063585267,9.186871053567517,0.100714443759653
2018-03-11,9.369531896797875,0.16607217123022427,-0.07861864424654126,9.186854363240888,0.09522400657330365
2018-03-12,9.428347420685201,0.16301101391914605,0.03618900095639651,9.18683760598611,0.0423097998235491
2018-03-13,9.43001123381142,0.15989364344610563,0.03587055017414029,9.186820781803187,0.047426258387988085
2018-03-14,9.440724314945886,0.15672071051339248,0.042611169769793004,9.186803890692111,0.05458854397058843
2018-03-15,9.486967816563231,0.15349289198556335,0.0333436913534646,9.186786932652891,0.11334430057131151
2018-03-16,9.509635995323926,0.15021089100099028,0.008903962628590653,9.186769907685523,0.16375123400882252
2018-03-17,9.43508264465409,0.1468754370637558,-0.07829973063584734,9.186752815790006,0.17975412243617583
2018-03-18,9.404336569725565,0.14348728611551637,-0.07861864424654139,9.186735656966343,0.15273227089024743
2018-03-19,9.440333742951553,0.1400472205869707,0.0361890009563937,9.186718431214532,0.07737909019365752
2018-03-20,9.416341155429667,0.1365560494285906,0.03587055017414069,9.186701138534572,0.057213417292365065
2018-03-21,9.391706611488747,0.133014608120298,0.042611169769790694,9.186683778926463,0.02939705467219511
2018-03-22,9.382681736360006,0.12942375865977943,0.03334369135346271,9.186666352390208,0.0332479339565559
2018-03-23,9.363261725062292,0.1257843895291757,0.00890396262859478,9.186648858925805,0.04192451397871544
2018-03-24,9.29220833593244,0.12209741563988313,-0.07829973063584808,9.186631298533253,0.061779352395150866
2018-03-25,9.236811889181975,0.11836377825523993,-0.07861864424654641,9.186613671212555,0.010453083960726417
2018-03-26,9.416405581755642,0.11458444489089045,0.03618900095639088,9.186595976963709,0.07903615894465155
2018-03-27,9.447807515763461,0.11076040919264378,0.03587055017413664,9.186578215786714,0.11459834060996776
2018-03-28,9.43972109827788,0.10689269079167188,0.04261116976979171,9.18656038768157,0.10365685003484693
2018-03-29,9.396401455792954,0.10298233513690205,0.03334369135346567,9.18654249264828,0.07353293665430627
2018-03-30,9.299201772727166,0.09903041330450854,0.008903962628598907,9.18652453068684,0.004742866107218191
2018-03-31,9.250209913056631,0.09503802178440751,-0.07829973063584883,9.186506501797256,0.04696512011081566
2018-04-01,9.248755472248993,0.09100628224369973,-0.07861864424654655,9.18648840597952,0.04987942827231784
2018-04-02,9.267220737905134,0.08693634126702486,0.0361890009563908,9.18647024323364,-0.04237484755192078
2018-04-03,9.361149761619641,0.08282937007382314,0.03587055017413703,9.18645201355961,0.05599782781207274
2018-04-04,9.327871524060711,0.0786865642125081,0.04261116976979273,9.186433716957431,0.020140073120979096
2018-04-05,9.298015417577961,0.07450914323160872,0.033343691353463774,9.186415353427106,0.0037472295657821064
2018-04-06,9.305718731274414,0.07029835032793606,0.008903962628596976,9.186396922968633,0.04011949534924675
2018-04-07,9.186256844689025,0.0660554519718719,-0.07829973063584351,9.186378425582012,0.012122697770983848
2018-04-08,9.139457322370426,0.06178173750989752,-0.07861864424654666,9.186359861267242,-0.03006563216016822
2018-04-09,9.26610614988204,0.057478518744505505,0.036189000956407355,9.186341230024325,-0.013902599843197194
2018-04-10,9.26495086669934,0.053147129491669685,0.035870550174137476,9.18632253185326,-0.010389344819728308
2018-04-11,9.286637612598577,0.04878892511605468,0.04261116976979108,9.186303766754047,0.008933750958682651
2018-04-12,9.248615125029744,0.044405282044202736,0.033343691353461886,9.186284934726688,-0.015418783094608202
2018-04-13,9.193037368016972,0.03999759725593044,0.008903962628601101,9.186266035771178,-0.04213022763873653
2018-04-14,9.083604882421774,0.03556728775420988,-0.07829973063584426,9.186247069887521,-0.0599097445841128
2018-04-15,9.112934247212994,0.031115790013828706,-0.07861864424653187,9.186228037075718,-0.02579093563002033
2018-04-16,9.184911446707485,0.026644559409147284,0.03618900095640727,9.186208937335765,-0.06413105099383465
2018-04-17,9.208451088403375,0.02215506962130155,0.03587055017413792,9.186189770667665,-0.03576430205973047
2018-04-18,9.189708150662025,0.017648812025204935,0.042611169769792095,9.186170537071417,-0.05672236820439025
2018-04-19,9.159108479212286,0.013127295056758595,0.03334369135346484,9.186151236547023,-0.07351374374496089
2018-04-20,9.09410613630965,0.008592043560669477,0.008903962628599172,9.18613186909448,-0.10952173897409878
2018-04-21,9.005205560491968,0.00404459811931869,-0.07829973063584501,9.186112434713788,-0.1066517417052939
2018-04-22,9.025345244374774,-0.000513485636863445,-0.078618644246532,9.186092933404948,-0.08161555914677798
2018-04-23,9.199919597148266,-0.005080637737029006,0.036189000956404455,9.18607336516796,-0.017262131239069944
2018-04-24,9.21195989317681,-0.009655274595062782,0.035870550174138316,9.186053730002826,-0.0003091124050911276
2018-04-25,9.209452477914887,-0.014235799751710021,0.042611169769793115,9.186034027909542,-0.0049569200127397295
2018-04-26,9.187937115974727,-0.018820604633151647,0.033343691353462955,9.186014258888113,-0.01260022963369778
2018-04-27,9.18595375423128,-0.023408069325458872,0.008903962628603306,9.185994422938533,0.014463437989602923
2018-04-28,9.09856115229374,-0.027996563364345098,-0.07829973063585471,9.185974520060807,0.018882926233134256
2018-04-29,9.087932596175884,-0.03258444653961552,-0.07861864424653213,9.185954550254934,0.013181136707098418
2018-04-30,9.148296514354222,-0.037170069713688844,0.03618900095640164,9.18593451352091,-0.03665693040940177
2018-05-01,9.119111020918877,-0.04175177565356951,0.03587055017413876,9.185914409858741,-0.060922163460432444
2018-05-02,9.18922313095391,-0.04632789987559746,0.042611169769791464,9.185894239268423,0.007045621791291978
2018-05-03,9.197115811679277,-0.05089677150232029,0.033343691353465904,9.185874001749957,0.028794890078174262
2018-05-04,9.156073362231,-0.05545671413079761,0.008903962628607433,9.185853697303344,0.016772416429846615
2018-05-05,9.007239410994785,-0.06000604671163828,-0.07829973063585545,9.185833325928582,-0.04028813758630356
2018-05-06,8.979148897832596,-0.06454308443805852,-0.07861864424653715,9.185812887625673,-0.06350226110848034
2018-05-07,9.092701075988758,-0.06906613964422817,0.03618900095640156,9.185792382394615,-0.0602141677180299
2018-05-08,9.063868468075926,-0.07357352271217972,0.0358705501741392,9.18577181023541,-0.08420036962144373
2018-05-09,9.065979118968624,-0.07806354298651133,0.042611169769792484,9.185751171148057,-0.0843196789627143
2018-05-10,9.001767238037846,-0.082534509696135,0.03334369135346402,9.185730465132554,-0.13477240875203655
2018-05-11,9.019860627480764,-0.08698473288229339,0.00890396262858482,9.185709692188906,-0.08776829445443468
2018-05-12,8.960692411508996,-0.09141252433206551,-0.0782997306358562,9.18568885231711,-0.05528418584019157
2018-05-13,8.93963012649779,-0.09581619851656653,-0.07861864424653728,9.185667945517165,-0.07160297625627265
2018-05-14,9.063052891975838,-0.10019407353305815,0.03618900095639874,9.185646971789073,-0.058589007236573565
2018-05-15,9.066970261317168,-0.10454447205014786,0.03587055017413959,9.185625931132833,-0.049981747939657595
2018-05-16,9.071083093903237,-0.10886572225528082,0.0426111697697935,9.185604823548445,-0.04826717715972073
2018-05-17,9.070738208502362,-0.11315615880370392,0.03334369135346213,9.185583649035909,-0.03503297308330389
2018-05-18,9.042626600070259,-0.11741412376808527,0.008903962628588957,9.185562407595226,-0.03442564638547019
2018-05-19,8.903934090526123,-0.1216379675879666,-0.07829973063585088,9.185541099226393,-0.08166931047645143
2018-05-20,8.886530132849343,-0.12582605001822003,-0.07861864424654229,9.185519723929414,-0.09454489681530731
2018-05-21,9.054120191096969,-0.12997674107569568,0.036189000956395934,9.185498281704287,-0.03759035048801884
2018-05-22,9.057558199759523,-0.13408842198321708,0.03587055017414004,9.185476772551011,-0.029700700982411732
2018-05-23,9.064196441300817,-0.13815948611011067,0.042611169769791846,9.185455196469588,-0.02571043882845281
2018-05-24,9.056168858598575,-0.14218833990843927,0.03334369135346673,9.185433553460017,-0.02042004630646943
2018-05-25,9.031527652007878,-0.14617340384411845,0.008903962628593078,9.1854118435223,-0.016614750298897363
2018-05-26,8.915969311373605,-0.15011311332209545,-0.07829973063585162,9.185390066656431,-0.04100791132487913
2018-05-27,8.898502209646642,-0.15400591960477106,-0.07861864424654243,9.185368222862417,-0.0542414493644614
2018-05-28,9.050719200703004,-0.15785029072286477,0.03618900095639585,9.185346312140256,-0.012965821670784194
2018-05-29,9.03478090066135,-0.16164471237790168,0.03587055017414048,9.185324334489945,-0.024769271624833777
2018-05-30,9.057664992247258,-0.16538768883553406,0.0426111697697922,9.185302289911487,-0.004860778598487769
2018-05-31,9.052891899291513,-0.1690777438089015,0.03334369135346485,9.18528017840488,0.0033457733420689806
2018-06-01,9.023157015765321,-0.1727134213312472,0.008903962628591144,9.185257999970126,0.0017084744978514976
2018-06-02,8.890175281483861,-0.17629328661701227,-0.07829973063584629,9.185235754607225,-0.040467455870505376
2018-06-03,8.888360117477156,-0.17981592691065407,-0.07861864424654255,9.185213442316176,-0.03841875368182279
2018-06-04,9.05796589155018,-0.18327995232242075,0.03618900095639304,9.185191063096978,0.019865779819230767
2018-06-05,9.066960643296845,-0.18668399665035057,0.03587055017414087,9.185168616949634,0.03260547282342152
2018-06-06,8.969234374194018,-0.1900267181877624,0.04261116976979055,9.185146103874139,-0.06849618126214807
2018-06-07,9.023548839710775,-0.1933068005155209,0.03334369135346295,9.185123523870498,-0.0016115749976659544
2018-06-08,9.016517932845176,-0.19652295327837516,0.008903962628595283,9.18510087693871,0.019036046556244912
2018-06-09,8.907307747019457,-0.19967391294467882,-0.07829973063584705,9.185078163078773,0.00020322752120982557
2018-06-10,8.894990153310278,-0.20275844354882896,-0.07861864424654758,9.185055382290688,-0.008688141185032805
2018-06-11,9.047291890525813,-0.20577533741575466,0.03618900095639022,9.185032534574455,0.03184569241072133
2018-06-12,9.041611021201664,-0.20872341586682558,0.03587055017413683,9.185009619930076,0.029454266964277664
2018-06-13,9.058271551353203,-0.2116015299065555,0.04261116976979157,9.184986638357547,0.042275273132419855
2018-06-14,9.01240759166801,-0.21440856088949706,0.03334369135346591,9.18496358985687,0.008508871347171265
2018-06-15,9.001176769214132,-0.2171434211667449,0.008903962628599401,9.184940474428048,0.024475753324228577
2018-06-16,8.902602973635956,-0.21980505471147796,-0.0782997306358478,9.184917292071075,0.01579046691220576
2018-06-17,8.916506080039204,-0.22239243772300538,-0.0786186442465477,9.184894042785956,0.03262311922280148
2018-06-18,9.050318322676995,-0.22490457920877988,0.036189000956409506,9.184870726572688,0.054163174356675725
2018-06-19,9.042114009554773,-0.22734052154388515,0.03587055017413724,9.184847343431272,0.04873663749324919
2018-06-20,9.07166721166266,-0.22969934100751263,0.04261116976979258,9.18482389336171,0.0739314895386709
2018-06-21,9.029777268197092,-0.23198014829597022,0.03334369135346402,9.184800376363999,0.04361334877559919
2018-06-22,8.873952298479821,-0.23418208901178425,0.00890396262859748,9.18477679243814,-0.08554636757513201
2018-06-23,8.829994614660983,-0.2363043441284906,-0.07829973063584247,9.184753141584133,-0.04015445215881819
2018-06-24,8.85407605800314,-0.23834613043071506,-0.07861864424654784,9.184729423801977,-0.013688591121574945
2018-06-25,9.033329687500805,-0.2403067009291877,0.03618900095640669,9.184705639091675,0.05274174838191037
2018-06-26,9.02581138059022,-0.24218534525034716,0.035870550174137684,9.184681787453226,0.047444388213202515
2018-06-27,9.045490296094233,-0.24398139000022132,0.04261116976979094,9.184657868886626,0.06220264743803838
2018-06-28,9.030570556718798,-0.2456941991022946,0.03334369135346213,9.18463388339188,0.05828718107574993
2018-06-29,9.011955487981252,-0.2473231741090959,0.008903962628601608,9.184609830968986,0.06576486849276186
2018-06-30,8.88309708396231,-0.2488677544872744,-0.07829973063584322,9.184585711617945,0.025678857467482885
2018-07-01,8.905879429396608,-0.2503274178759438,-0.07861864424653303,9.184561525338754,0.05026396618032969
2018-07-02,9.031423014315791,-0.25170168031811385,0.03618900095640388,9.184537272131417,0.0623984215460851
2018-07-03,8.986988465624236,-0.25299009646504944,0.03587055017413811,9.18451295199593,0.01959505991921695
2018-07-04,9.015247609399848,-0.25419225975342236,0.04261116976979195,9.184488564932298,0.042340134451180234
2018-07-05,9.013762677634025,-0.2553078025551519,0.033343691353465085,9.184464110940516,0.05126267789519545
2018-07-06,8.990259833179243,-0.25633639629985255,0.008903962628599674,9.184439590020586,0.05325267682990997
2018-07-07,8.856951689028602,-0.25727775156984056,-0.07829973063584397,9.184415002172509,0.008114169061778753
2018-07-08,8.848042506143612,-0.2581316181676691,-0.07861864424653316,9.184390347396285,0.0004024211615298867
2018-07-09,8.960644276345448,-0.25889778515619716,0.036189000956403795,9.184365625691912,-0.0010125651466701413
2018-07-10,8.969759207015008,-0.25957608087121936,0.0358705501741385,9.184340837059391,0.00912390065269797
2018-07-11,8.974354290596535,-0.26016637290671213,0.04261116976979297,9.184315981498722,0.007593512234731037
2018-07-12,8.947405111187983,-0.2606685680727782,0.03334369135346319,9.184291059009906,-0.009561071102607954
2018-07-13,8.929959359580227,-0.26108261232639934,0.008903962628603802,9.184266069592942,-0.002128060314920077
2018-07-14,8.811490832657013,-0.26140849067513094,-0.07829973063585366,9.18424101324783,-0.03304195927983322
2018-07-15,8.811080968589522,-0.2616462270539015,-0.0786186442465333,9.18421588997457,-0.032870050084612856
2018-07-16,8.904596156705994,-0.26179588417510385,0.036189000956400985,9.184190699773163,-0.05398765984846676
2018-07-17,8.899463592291221,-0.26185756335219273,0.03587055017413895,9.184165442643607,-0.05871483717433179
2018-07-18,8.915286751860927,-0.2618314042970273,0.04261116976979132,9.184140118585903,-0.04963313219774079
2018-07-19,8.897066949857493,-0.2617175848912231,0.033343691353461304,9.184114727600052,-0.05867388420479891
2018-07-20,8.889997357284841,-0.26151632093180466,0.00890396262860793,9.184089269686053,-0.04147955409801618
2018-07-21,8.797649218776279,-0.2612278658514705,-0.07829973063585442,9.184063744843906,-0.046886929580301384
2018-07-22,8.781619431114986,-0.2608525104138118,-0.07861864424653833,9.184038153073612,-0.06294756729827533
2018-07-23,8.896086143921403,-0.2603905823838455,0.0361890009564009,9.184012494375168,-0.06372476902632052
2018-07-24,8.886351558848666,-0.2598424461742487,0.03587055017413939,9.183986768748577,-0.07366331389980196
2018-07-25,8.893967287310819,-0.25920850246770305,0.042611169769792345,9.18396097619384,-0.07339635618511053
2018-07-26,8.902296849449188,-0.25848918781578084,0.03334369135346426,9.183935116710952,-0.056492770799446035
2018-07-27,8.899037057256276,-0.2576849742148256,0.00890396262858532,9.183909190299918,-0.03609112145740134
2018-07-28,8.82558434295771,-0.2567963686593036,-0.07829973063585516,9.183883196960736,-0.023202754707867257
2018-07-29,8.794256584719877,-0.2558239126731211,-0.07861864424653846,9.183857136693407,-0.05515799505386987
2018-07-30,8.876666715673409,-0.2547681818194238,0.036189000956398085,9.18383100949793,-0.08858511296149452
2018-07-31,8.893040662218775,-0.25362978518941476,0.0358705501741398,9.183804815374302,-0.07300491814025278
2018-08-01,8.910439508771633,-0.2524093648707472,0.042611169769793344,9.18377855432253,-0.06354085044994306
2018-08-02,8.90438117472405,-0.25110759539606187,0.033343691353464024,9.183752226342607,-0.061607147575958976
2018-08-03,8.899747847941295,-0.24972518317226597,0.008903962628589447,9.183725831434538,-0.043156762949566385
2018-08-04,8.7959858700221,-0.2482628658911581,-0.07829973063584983,9.18369936959832,-0.06115090304921189
2018-08-05,8.780806675284161,-0.24672141192202607,-0.07861864424653858,9.183672840833957,-0.07752610938123006
2018-08-06,8.940465473174267,-0.24510161968685815,0.03618900095639528,9.183646245141443,-0.03426815323671306
2018-08-07,8.94522942215306,-0.24340431701882292,0.03587055017414023,9.183619582520782,-0.03085639352303815
2018-08-08,8.993090874880941,-0.24163036050469,0.04261116976979171,9.183592852971973,0.008517212643866401
2018-08-09,8.985455722496514,-0.23978063481186995,0.03334369135346697,9.183566056495017,0.008326609459899714
2018-08-10,8.967142911797223,-0.23785605200077656,0.008903962628593574,9.183539193089914,0.012555808079492081
2018-08-11,8.854873031923612,-0.23585755082321413,-0.07829973063585059,9.183512262756661,-0.014481949373985614
2018-08-12,8.874512094635346,-0.23378609600751107,-0.0786186442465436,9.18348526549526,0.0034315693941397996
2018-08-13,9.001561897119867,-0.23164267753112838,0.0361890009563952,9.183458201305713,0.013557372388888211
2018-08-14,9.010628475978146,-0.22942830988148477,0.03587055017414067,9.183431070188016,0.020755165497474692
2018-08-15,9.012519316135277,-0.22714403130573874,0.042611169769792054,9.183403872142174,0.01364830552905083
2018-08-16,9.016179000378019,-0.22479090305029215,0.033343691353465085,9.183376607168181,0.0242496049066645
2018-08-17,8.988560473797595,-0.22237000859077008,0.008903962628591645,9.183349275266043,0.018677244493730427
2018-08-18,8.88508911074256,-0.21988245285324864,-0.07829973063585133,9.183321876435755,-5.0582204094595795e-05
2018-08-19,8.88705990672891,-0.21732936142750228,-0.07861864424654373,9.18329441067732,-0.00028649827436488806
2018-08-20,9.019472398380387,-0.2147118797730492,0.03618900095639238,9.183266877990736,0.014728399206306975
2018-08-21,9.040816573412089,-0.21203117241877703,0.03587055017413659,9.183239278376005,0.033737917280724616
2018-08-22,9.055745843662757,-0.2092884221569266,0.0426111697697904,9.183211611833126,0.0392114842167679
2018-08-23,9.069861089040462,-0.20648482923222716,0.0333436913534632,9.183183878362101,0.05981834855712442
2018-08-24,9.048992325354885,-0.20362161052696331,0.008903962628595783,9.183156077962925,0.06055389529032773
2018-08-25,8.923713298372915,-0.20069999874276045,-0.07829973063584601,9.183128210635603,0.019584817115918085
2018-08-26,8.916248914339219,-0.19772124157987522,-0.07861864424654874,9.183100276380134,0.009488523785508463
2018-08-27,9.059187970594257,-0.19468660091477114,0.036189000956389564,9.183072275196515,0.034613295356123785
2018-08-28,9.062323618874219,-0.19159735197676536,0.03587055017413702,9.18304420708475,0.03500621359209788
2018-08-29,9.062328450247222,-0.18845478252451225,0.04261116976979142,9.183016072044836,0.02515599095710641
2018-08-30,9.068944804294858,-0.18526019202310967,0.03334369135346615,9.182987870076774,0.03787343488772876
2018-08-31,9.056509085581856,-0.18201489082258476,0.008903962628599906,9.182959601180565,0.04666041259527631
2018-09-01,8.939985097598678,-0.17872019933852368,-0.07829973063584676,9.182931265356205,0.014073762216842312
2018-09-02,8.915633684587437,-0.17537744723559845,-0.07861864424654888,9.1829028626037,-0.01327308653411663
2018-09-03,9.066850029413729,-0.17198797261473991,0.03618900095640885,9.182874392923047,0.019774608149013773
2018-09-04,9.069400652960997,-0.16855312120468435,0.035870550174137456,9.182845856314247,0.019237367677297
2018-09-05,9.077423076469707,-0.16507424555863534,0.042611169769792435,9.182817252777298,0.01706889948125223
2018-09-06,9.060398876645143,-0.16155270425674767,0.033343691353464266,9.1827885823122,0.005819307236226479
2018-09-07,9.038676816369748,-0.15798986111514435,0.008903962628597977,9.182759844918955,0.005002869937339227
2018-09-08,8.91065319239697,-0.15438708440216053,-0.07829973063584142,9.182731040597563,-0.03939103316259285
2018-09-09,8.92017187760446,-0.15074574606249594,-0.07861864424654902,9.182702169348023,-0.033165901434518474
2018-09-10,9.047404688982066,-0.14706722094994898,0.03618900095640603,9.182673231170336,-0.024390322194726366
2018-09-11,9.0248889221733,-0.14335288606937646,0.035870550174137865,9.182644226064498,-0.05027296799596037
2018-09-12,9.059498102208845,-0.1396041198285336,0.04261116976979079,9.182615154030515,-0.026124101762926344
2018-09-13,9.065531339442,-0.13582230130040895,0.033343691353462365,9.182586015068383,-0.014576065679435146
2018-09-14,9.043212799764389,-0.13200880949666594,0.008903962628602104,9.182556809178104,-0.016239162545652164
2018-09-15,8.95434536399521,-0.12816502265278396,-0.07829973063584218,9.182527536359677,-0.021717419075839572
