"Date","Open","High","Low","Close","Volume"
"05/02/2023","28.68","28.836","28.083","28.21","402,729,600"
"05/01/2023","27.84","29.0584","27.78","28.91","570,328,500"
"04/28/2023","27.225","27.758","27.0715","27.749","292,216,100"
"04/27/2023","27.363","27.495","26.625","27.226","377,161,200"
"04/26/2023","27.002","27.33","26.7051","26.956","406,336,800"
"04/25/2023","27.078","27.247","26.225","26.241","378,527,200"
"04/24/2023","27.013","27.366","26.671","27.042","339,281,900"
"04/21/2023","26.952","27.183","26.722","27.119","345,102,800"
"04/20/2023","27.671","28.03","27","27.104","427,713,300"
"04/19/2023","27.361","28","27.232","27.931","358,660,400"
"04/18/2023","27.5335","28.11","27.357","27.667","604,811,500"
"04/17/2023","26.5655","27.006","26.4332","27.002","321,471,300"
"04/14/2023","26.504","26.883","26.22","26.758","395,660,100"
"04/13/2023","26.734","26.8869","26.329","26.463","353,615,300"
"04/12/2023","27.37","27.468","26.4475","26.495","446,259,000"
"04/11/2023","27.7235","27.79","27.126","27.169","314,378,200"
"04/10/2023","26.823","27.621","26.669","27.579","395,278,600"
"04/06/2023","26.584","27.08","26.427","27.037","397,654,300"
"04/05/2023","26.829","26.998","26.395","26.881","515,014,700"
"04/04/2023","27.966","28","27.307","27.453","368,591,500"
"04/03/2023","27.509","28","27.336","27.965","398,715,600"
"03/31/2023","27.14","27.8343","27.105","27.777","433,932,800"
"03/30/2023","27.229","27.499","27.102","27.383","364,515,700"
"03/29/2023","26.825","27.078","26.597","26.984","393,693,900"
"03/28/2023","26.447","26.513","25.85","26.41","356,103,800"
"03/27/2023","26.837","27","26.365","26.531","361,025,700"
"03/24/2023","27.031","27.167","26.355","26.779","455,414,100"
"03/23/2023","27.1155","27.499","26.69","27.191","564,888,800"
"03/22/2023","26.425","27.589","26.237","26.468","797,295,100"
"03/21/2023","26.18","26.392","25.381","26.199","547,407,800"
"03/20/2023","25.615","26.024","25.1298","25.9","432,747,200"
"03/17/2023","25.982","26.399","25.668","25.725","848,546,600"
"03/16/2023","24.027","25.588","23.894","25.541","584,946,300"
"03/15/2023","23.761","24.286","23.36","24.228","524,485,700"
"03/14/2023","23.496","24.219","23.46","24.063","474,910,100"
"03/13/2023","22.752","23.298","22.297","22.966","421,890,300"
"03/10/2023","23.409","23.627","22.726","22.965","474,865,700"
"03/09/2023","24.175","24.454","23.3828","23.436","501,257,000"
"03/08/2023","23.487","24.2","23.4235","24.181","513,573,400"
"03/07/2023","23.6","24.125","23.241","23.288","515,153,900"
"03/06/2023","23.891","24.248","23.487","23.554","437,429,200"
"03/03/2023","23.32","23.9","23.13","23.89","412,393,300"
"03/02/2023","22.488","23.3804","22.432","23.314","390,074,700"
"03/01/2023","23.192","23.2556","22.508","22.698","460,025,600"
"02/28/2023","23.372","23.825","23.206","23.216","455,962,800"
"02/27/2023","23.67","23.8799","23.454","23.501","452,993,700"
"02/24/2023","23.225","23.474","22.947","23.286","589,715,900"
"02/23/2023","23.44","23.888","23.025","23.664","1,117,995,000"
"02/22/2023","20.707","21.104","20.421","20.754","513,184,300"
"02/21/2023","21","21.4938","20.618","20.655","410,014,600"
"02/17/2023","21.631","21.74","20.975","21.388","465,887,600"
"02/16/2023","22.133","22.55","21.9268","22.002","412,026,300"
"02/15/2023","22.549","22.855","22.106","22.764","421,188,300"
"02/14/2023","21.578","23.0488","21.366","22.971","675,473,500"
"02/13/2023","21.538","22.048","20.962","21.788","474,918,600"
"02/10/2023","21.69","22.0776","20.811","21.265","550,736,800"
"02/09/2023","22.606","23.02","22.12","22.337","523,875,800"
"02/08/2023","22.387","22.878","22.008","22.205","559,651,200"
"02/07/2023","21.382","22.259","21.15","22.173","664,149,600"
"02/06/2023","20.806","21.57","20.786","21.089","452,197,100"
"02/03/2023","21","21.745","20.789","21.1","429,366,000"
"02/02/2023","21","21.949","20.7","21.709","564,275,800"
"02/01/2023","19.691","21.192","19.611","20.943","660,477,000"
"01/31/2023","19.1695","19.687","18.95","19.537","498,016,600"
"01/30/2023","19.95","20.14","19.15","19.162","488,611,200"
"01/27/2023","19.462","20.628","19.405","20.365","542,142,000"
"01/26/2023","19.701","20.166","19.278","19.802","489,535,400"
"01/25/2023","18.9125","19.37","18.58","19.323","449,537,100"
"01/24/2023","18.827","19.495","18.82","19.265","496,204,100"
"01/23/2023","18.064","19.245","17.8175","19.193","655,162,600"
"01/20/2023","17.011","17.856","16.825","17.839","564,967,100"
"01/19/2023","17.036","17.197","16.731","16.765","452,931,600"
"01/18/2023","17.667","17.873","17.282","17.377","439,623,600"
"01/17/2023","16.899","17.728","16.899","17.702","511,102,200"
"01/13/2023","16.278","16.922","16.165","16.899","447,287,100"
"01/12/2023","16.1","16.637","15.492","16.511","551,409,100"
"01/11/2023","15.8395","16.028","15.563","16.001","353,284,900"
"01/10/2023","15.507","15.962","15.472","15.909","384,101,300"
"01/09/2023","15.284","16.056","15.141","15.628","504,230,600"
"01/06/2023","14.474","15.01","14.034","14.859","405,043,600"
"01/05/2023","14.491","14.564","14.1479","14.265","389,168,100"
"01/04/2023","14.567","14.853","14.241","14.749","431,323,600"
"01/03/2023","14.851","14.996","14.096","14.315","401,276,600"
"12/30/2022","14.334","14.629","14.233","14.614","310,489,800"
"12/29/2022","14.402","14.683","14.227","14.603","354,923,200"
"12/28/2022","13.927","14.262","13.884","14.036","351,066,500"
"12/27/2022","15.074","15.1","14.056","14.121","464,902,300"
"12/23/2022","15.196","15.339","14.883","15.206","349,325,600"
"12/22/2022","16.0935","16.138","14.882","15.339","565,045,300"
"12/21/2022","16.114","16.627","16.102","16.501","325,025,400"
"12/20/2022","16.064","16.31","15.852","16.085","403,259,800"
"12/19/2022","16.572","16.609","16.145","16.254","354,038,800"
"12/16/2022","16.8642","17.041","16.41","16.571","478,231,900"
"12/15/2022","17.146","17.32","16.7","16.952","478,542,100"
"12/14/2022","17.987","18.252","17.42","17.674","496,888,100"
"12/13/2022","18.531","18.79","17.711","18.072","656,588,800"
"12/12/2022","17.037","17.538","16.797","17.535","457,327,800"
"12/09/2022","17.16","17.583","16.975","17.001","465,338,200"
"12/08/2022","16.273","17.179","15.959","17.169","515,455,500"
"12/07/2022","15.772","16.186","15.667","16.12","372,387,600"
"12/06/2022","16.53","16.573","15.819","15.987","352,694,300"
"12/05/2022","16.679","16.995","16.472","16.61","352,255,200"
"12/02/2022","16.659","16.9326","16.445","16.876","371,388,600"
"12/01/2022","16.999","17.265","16.635","17.135","470,976,600"
"11/30/2022","15.697","16.93","15.597","16.923","565,298,200"
"11/29/2022","15.827","15.932","15.52","15.639","298,384,500"
"11/28/2022","16.026","16.357","15.725","15.827","304,152,000"
"11/25/2022","16.318","16.487","16.172","16.27","167,934,300"
"11/23/2022","16.098","16.527","16.048","16.519","427,240,900"
"11/22/2022","15.328","16.0576","15.1216","16.038","472,866,100"
"11/21/2022","15.147","15.477","15.08","15.317","404,739,300"
"11/18/2022","15.966","16.002","15.12","15.409","492,071,700"
"11/17/2022","15.715","16.266","15.535","15.677","710,893,600"
"11/16/2022","16.1615","16.362","15.873","15.91","649,546,800"
"11/15/2022","16.7215","16.998","16.382","16.666","545,875,500"
"11/14/2022","16.218","16.54","15.922","16.295","527,852,500"
"11/11/2022","15.8075","16.389","15.482","16.327","655,487,500"
"11/10/2022","14.8","15.773","14.547","15.75","700,819,300"
"11/09/2022","14.1615","14.211","13.759","13.776","454,413,700"
"11/08/2022","14.801","14.891","14.216","14.602","595,292,000"
"11/07/2022","14.228","14.412","13.954","14.301","410,061,000"
"11/04/2022","13.986","14.229","13.697","14.156","612,575,900"
"11/03/2022","13.043","13.781","12.956","13.421","500,064,900"
"11/02/2022","13.85","14.21","13.2112","13.219","672,627,800"
"11/01/2022","13.811","13.925","13.519","13.543","432,816,900"
"10/31/2022","13.778","13.838","13.297","13.497","486,341,000"
"10/28/2022","13.104","13.85","13.061","13.834","521,039,900"
"10/27/2022","13.63","13.838","13.122","13.176","583,113,100"
"10/26/2022","12.869","13.388","12.708","12.896","535,533,300"
"10/25/2022","12.6935","13.3","12.664","13.261","505,482,300"
"10/24/2022","12.508","12.71","12.064","12.599","517,457,400"
"10/21/2022","12.0982","12.498","11.887","12.466","609,494,400"
"10/20/2022","12.113","12.769","12.105","12.194","652,397,600"
"10/19/2022","11.879","12.35","11.834","12.051","523,130,600"
"10/18/2022","12.344","12.492","11.618","11.967","659,362,100"
"10/17/2022","11.518","11.948","11.517","11.888","580,774,200"
"10/14/2022","12.057","12.111","11.204","11.227","713,432,000"
"10/13/2022","10.971","12.078","10.813","11.96","850,103,000"
"10/12/2022","11.579","11.735","11.345","11.5","492,590,200"
"10/11/2022","11.561","11.846","11.283","11.586","667,481,600"
"10/10/2022","12.037","12.1243","11.4081","11.67","698,699,300"
"10/07/2022","12.505","12.67","12.022","12.076","672,478,200"
"10/06/2022","13.22","13.656","13.103","13.13","644,156,900"
"10/05/2022","12.9107","13.321","12.621","13.209","507,130,700"
"10/04/2022","12.879","13.22","12.879","13.167","584,181,700"
"10/03/2022","12.347","12.678","12.105","12.512","547,478,500"
"09/30/2022","12.087","12.633","12.075","12.139","565,638,400"
"09/29/2022","12.448","12.5","11.946","12.22","532,763,100"
"09/28/2022","12.41","12.823","12.3539","12.736","542,413,900"
"09/27/2022","12.507","12.736","12.258","12.413","553,854,100"
"09/26/2022","12.491","12.659","12.214","12.228","547,342,700"
"09/23/2022","12.42","12.611","12.257","12.516","663,309,300"
"09/22/2022","13.07","13.149","12.428","12.561","759,162,200"
"09/21/2022","13.213","14.031","13.11","13.261","807,679,400"
"09/20/2022","13.2145","13.4828","13.057","13.176","524,817,800"
"09/19/2022","13.012","13.463","13.01","13.382","569,685,300"
"09/16/2022","12.7415","13.212","12.617","13.198","670,751,400"
"09/15/2022","13.0152","13.233","12.79","12.929","523,625,200"
"09/14/2022","13.254","13.29","12.913","13.128","588,506,500"
"09/13/2022","13.802","13.922","13.099","13.131","714,955,600"
"09/12/2022","14.369","14.547","14.198","14.505","484,159,200"
"09/09/2022","14.157","14.474","14.126","14.387","487,128,400"
"09/08/2022","13.459","14.008","13.369","13.99","624,873,100"
"09/07/2022","13.563","13.838","13.346","13.714","512,657,500"
"09/06/2022","13.731","13.779","13.351","13.465","535,751,200"
"09/02/2022","14.1","14.171","13.591","13.647","743,157,500"
"09/01/2022","14.209","14.38","13.2702","13.937","1,178,865,000"
"08/31/2022","15.384","15.54","14.9585","15.094","573,709,900"
"08/30/2022","15.96","16.039","15.182","15.468","530,180,700"
"08/29/2022","16.02","16.338","15.767","15.801","496,131,900"
"08/26/2022","17.857","17.924","16.237","16.26","769,127,400"
"08/25/2022","16.844","17.947","16.833","17.913","770,691,300"
"08/24/2022","17.012","17.406","16.895","17.222","522,660,700"
"08/23/2022","16.9885","17.465","16.97","17.181","369,985,800"
"08/22/2022","17.49","17.558","16.966","17.034","409,592,700"
"08/19/2022","18.406","18.52","17.77","17.849","441,588,300"
"08/18/2022","18.301","18.865","18.183","18.773","415,446,600"
"08/17/2022","18.523","18.688","18.145","18.335","446,799,100"
"08/16/2022","18.9195","19.142","18.501","18.879","451,239,600"
"08/15/2022","18.701","19.164","18.613","19.032","457,665,600"
"08/12/2022","18.16","18.718","17.953","18.709","478,094,200"
"08/11/2022","18.131","18.707","17.876","17.942","509,326,600"
"08/10/2022","17.698","18.118","17.317","18.097","597,422,500"
"08/09/2022","17.252","17.4472","16.724","17.086","668,262,700"
"08/08/2022","17.502","18.239","17.242","17.793","983,783,200"
"08/05/2022","18.81","19.2289","18.666","18.989","386,068,300"
"08/04/2022","18.849","19.274","18.76","19.215","409,652,300"
"08/03/2022","18.184","18.968","18.137","18.893","418,145,600"
"08/02/2022","18.122","18.9375","18.092","18.526","489,526,900"
"08/01/2022","18.182","18.846","17.99","18.441","476,469,000"
"07/29/2022","17.813","18.244","17.692","18.163","435,460,400"
"07/28/2022","17.975","18.14","17.44","17.984","474,646,300"
"07/27/2022","17.032","17.936","16.913","17.79","569,776,200"
"07/26/2022","16.889","16.919","16.478","16.533","397,864,900"
"07/25/2022","17.019","17.124","16.649","17.024","480,747,500"
"07/22/2022","17.893","17.967","17.1365","17.319","536,670,900"
"07/21/2022","17.885","18.144","17.5446","18.05","557,049,300"
"07/20/2022","16.947","17.9325","16.801","17.807","760,537,800"
"07/19/2022","16.486","17.11","16.172","16.992","702,366,100"
"07/18/2022","16.302","16.897","16.002","16.101","670,517,500"
"07/15/2022","15.659","15.782","15.445","15.762","385,935,500"
"07/14/2022","15.108","15.473","14.728","15.372","456,234,800"
"07/13/2022","14.59","15.375","14.465","15.164","521,918,300"
"07/12/2022","15.268","15.431","14.877","15.082","458,483,100"
"07/11/2022","15.526","15.527","15.038","15.152","438,388,700"
"07/08/2022","15.43","16.037","15.389","15.838","467,971,800"
"07/07/2022","15.4555","15.945","15.389","15.858","492,902,800"
"07/06/2022","15.01","15.319","14.789","15.13","529,065,900"
"07/05/2022","14.175","14.971","14.055","14.964","652,207,600"
"07/01/2022","14.899","15.0629","14.392","14.523","577,610,100"
"06/30/2022","15.361","15.567","14.862","15.159","686,070,000"
"06/29/2022","15.814","15.82","15.17","15.542","482,352,300"
"06/28/2022","16.9","17.202","15.945","15.982","461,859,400"
"06/27/2022","17.312","17.33","16.6255","16.869","427,967,900"
"06/24/2022","16.5","17.14","16.31","17.126","472,152,800"
"06/23/2022","16.5185","16.585","15.853","16.225","463,679,600"
"06/22/2022","16.226","16.662","16.18","16.36","437,997,400"
"06/21/2022","16.4745","17.008","16.407","16.566","483,088,900"
"06/17/2022","15.648","15.995","15.328","15.88","630,334,000"
"06/16/2022","15.86","15.9423","15.401","15.601","545,748,700"
"06/15/2022","16.095","16.868","15.926","16.527","563,935,700"
"06/14/2022","15.731","16.066","15.412","15.836","469,679,500"
"06/13/2022","16","16.312","15.606","15.647","604,153,400"
"06/10/2022","17.6","17.697","16.869","16.974","465,649,700"
"06/09/2022","18.481","18.933","18.041","18.048","395,573,800"
"06/08/2022","18.799","19.18","18.535","18.648","363,252,500"
"06/07/2022","18.472","19","18.188","18.926","388,914,100"
"06/06/2022","19.139","19.337","18.5642","18.786","422,406,200"
"06/03/2022","19.0815","19.3323","18.5216","18.72","598,778,700"
"06/02/2022","18.292","19.619","18.198","19.592","648,655,800"
"06/01/2022","18.724","19.0532","18.122","18.32","544,513,900"
"05/31/2022","18.98","19.2","18.35","18.672","664,099,500"
"05/27/2022","18.186","18.881","18.1","18.811","738,379,400"
"05/26/2022","16.036","18.092","16.022","17.851","996,574,500"
"05/25/2022","16.02","17.111","16","16.975","781,131,900"
"05/24/2022","16.51","16.597","15.78","16.154","588,550,000"
"05/23/2022","16.274","16.915","16.179","16.898","639,888,700"
"05/20/2022","17.332","17.41","15.755","16.694","739,105,300"
"05/19/2022","16.937","17.687","16.734","17.124","621,309,600"
"05/18/2022","17.705","18.118","16.864","16.938","545,161,100"
"05/17/2022","18.074","18.371","17.634","18.177","585,829,700"
"05/16/2022","17.509","17.788","17.106","17.264","521,446,000"
"05/13/2022","16.788","17.9284","16.5925","17.706","670,436,500"
"05/12/2022","16.2191","16.788","15.567","16.175","708,728,400"
"05/11/2022","17.347","17.753","16.568","16.63","670,167,000"
"05/10/2022","17.689","18.198","17.025","17.595","761,474,300"
"05/09/2022","18.034","18.255","16.827","16.95","644,454,500"
"05/06/2022","18.736","19.512","17.99","18.675","633,296,700"
"05/05/2022","19.867","19.925","18.5","18.844","626,331,400"
"05/04/2022","19.923","20.4","18.751","20.334","648,854,600"
"05/03/2022","19.4","19.825","19.133","19.602","475,750,800"
"05/02/2022","18.5405","19.574","18.391","19.533","572,048,700"
"04/29/2022","19.402","20.1285","18.517","18.547","500,434,900"
"04/28/2022","18.967","20.037","18.4896","19.782","570,326,700"
"04/27/2022","18.598","19.167","18.29","18.415","499,460,200"
"04/26/2022","19.718","19.788","18.67","18.788","653,142,500"
"04/25/2022","19.202","19.945","19.096","19.902","641,565,600"
"04/22/2022","20.303","20.486","19.5","19.515","624,713,400"
"04/21/2022","21.7092","22.392","20","20.183","656,209,400"
"04/20/2022","22.5171","22.6704","21.2","21.482","468,974,400"
"04/19/2022","21.72","22.373","21.314","22.198","512,780,600"
"04/18/2022","21.2","22.088","21.079","21.783","525,700,600"
"04/14/2022","22.505","22.777","21.163","21.258","569,096,900"
"04/13/2022","21.728","22.5","21.455","22.203","516,943,400"
"04/12/2022","22.537","22.725","21.282","21.504","662,258,100"
"04/11/2022","22.214","22.3199","21.66","21.917","575,206,800"
"04/08/2022","23.917","23.923","23.062","23.119","524,780,600"
"04/07/2022","24.441","24.722","23.478","24.208","557,992,400"
"04/06/2022","24.934","25.3","24.003","24.407","703,832,600"
"04/05/2022","27.254","27.319","25.82","25.931","436,614,700"
"04/04/2022","26.728","27.558","26.613","27.36","397,707,800"
"04/01/2022","27.375","27.496","26.267","26.712","517,235,100"
"03/31/2022","27.782","28.248","27.27","27.286","523,440,200"
"03/30/2022","28.304","28.4955","27.503","27.69","463,487,100"
"03/29/2022","28.6945","28.946","27.98","28.656","488,984,400"
"03/28/2022","27.7555","28.25","27.206","28.219","425,493,900"
"03/25/2022","27.886","28.358","27.271","27.692","579,016,200"
"03/24/2022","26.166","28.32","25.907","28.15","877,379,100"
"03/23/2022","26.126","26.6115","25.575","25.634","502,119,900"
"03/22/2022","26.727","27.238","26.072","26.524","547,007,100"
"03/21/2022","26.507","27.152","25.967","26.734","591,727,100"
"03/18/2022","24.799","26.569","24.624","26.453","730,718,600"
"03/17/2022","24.12","24.842","23.906","24.766","471,941,200"
"03/16/2022","23.5","24.597","23.172","24.496","671,421,700"
"03/15/2022","21.518","23.038","21.322","22.973","491,995,700"
"03/14/2022","21.869","22.262","21.159","21.33","385,354,200"
"03/11/2022","23.022","23.145","22.046","22.1","367,208,600"
"03/10/2022","22.531","22.788","21.882","22.658","428,065,700"
"03/09/2022","22.387","23.22","22.247","23.014","492,742,000"
"03/08/2022","21.309","22.373","20.65","21.514","557,467,200"
"03/07/2022","22.817","23.033","21.33","21.352","450,820,900"
"03/04/2022","23.384","23.68","22.482","22.936","432,010,700"
"03/03/2022","24.2615","24.326","23.469","23.714","365,095,000"
"03/02/2022","23.756","24.409","23.415","24.22","389,641,900"
"03/01/2022","24.291","24.377","23.132","23.477","412,056,000"
"02/28/2022","23.992","24.665","23.707","24.385","477,318,600"
"02/25/2022","23.721","24.217","23.381","24.157","528,865,500"
"02/24/2022","21.015","23.8","20.89","23.748","735,800,600"
"02/23/2022","23.802","24.155","22.301","22.387","566,510,800"
"02/22/2022","23.035","24.064","23","23.39","633,422,400"
"02/18/2022","24.6675","24.986","23.1","23.642","761,254,900"
"02/17/2022","25.63","25.785","24.165","24.507","810,595,100"
"02/16/2022","26.259","26.582","25.552","26.511","732,676,300"
"02/15/2022","24.949","26.545","24.784","26.495","701,752,800"
"02/14/2022","23.934","24.875","23.755","24.267","440,424,400"
"02/11/2022","25.916","26.152","23.773","23.949","605,472,000"
"02/10/2022","25.995","26.925","25.6","25.824","513,199,700"
"02/09/2022","25.622","26.725","25.353","26.705","524,281,700"
"02/08/2022","24.359","25.23","23.98","25.108","410,358,600"
"02/07/2022","24.372","25.182","24.202","24.728","376,867,500"
"02/04/2022","23.972","24.635","23.632","24.319","354,828,500"
"02/03/2022","24.458","25.077","23.78","23.948","410,177,800"
"02/02/2022","25.794","25.817","24.553","25.242","543,419,400"
"02/01/2022","25.104","25.145","23.89","24.638","518,925,200"
"01/31/2022","23.182","24.509","23.052","24.486","564,679,700"
"01/28/2022","22.0122","22.858","21.296","22.84","543,774,300"
"01/27/2022","23.568","23.995","21.675","21.944","573,352,700"
"01/26/2022","23.24","24.057","22.3","22.772","755,958,700"
"01/25/2022","22.546","22.943","22","22.324","664,616,400"
"01/24/2022","22.33","23.38","20.888","23.372","915,810,600"
"01/21/2022","23.507","24.823","23.263","23.374","718,957,800"
"01/20/2022","25.304","25.579","24.078","24.15","435,180,700"
"01/19/2022","26.079","26.5432","25.052","25.067","488,314,500"
"01/18/2022","26.26","26.638","25.77","25.903","425,306,200"
"01/14/2022","26.3","27.1969","26.21","26.942","395,832,400"
"01/13/2022","28.379","28.48","26.498","26.575","538,868,100"
"01/12/2022","28.0665","28.595","27.608","27.999","383,413,500"
"01/11/2022","27.3225","28.065","26.839","27.817","404,089,300"
"01/10/2022","26.581","27.469","25.6438","27.4","594,681,000"
"01/07/2022","28.141","28.422","27.057","27.247","409,938,500"
"01/06/2022","27.64","28.438","27.065","28.178","454,186,400"
"01/05/2022","28.949","29.416","27.533","27.604","498,063,900"
"01/04/2022","30.277","30.468","28.349","29.29","527,154,400"
"01/03/2022","29.815","30.711","29.785","30.121","392,402,900"
"12/31/2021","29.674","30.03","29.3306","29.411","266,529,900"
"12/30/2021","29.827","30.457","29.54","29.586","308,864,200"
"12/29/2021","30.2725","30.548","29.366","30.001","343,139,300"
"12/28/2021","31.312","31.33","30.0118","30.322","420,591,200"
"12/27/2021","29.66","31.0865","29.64","30.945","403,685,900"
"12/23/2021","29.755","30.059","29.431","29.64","343,021,700"
"12/22/2021","28.891","29.555","28.449","29.4","395,184,400"
"12/21/2021","28.374","29.12","27.401","29.075","524,384,900"
"12/20/2021","27.305","28.144","27.145","27.719","461,846,800"
"12/17/2021","27.985","28.922","27.76","27.801","716,622,400"
"12/16/2021","31.152","31.16","28.093","28.387","707,366,000"
"12/15/2021","28.4","30.5","27.838","30.459","698,296,900"
"12/14/2021","27.699","28.678","27.25","28.337","667,035,400"
"12/13/2021","30.249","30.294","28.116","28.161","598,343,700"
"12/10/2021","31.15","31.305","29.861","30.198","488,825,100"
"12/09/2021","31.734","32.205","30.428","30.49","488,507,200"
"12/08/2021","31.999","32.29","31.421","31.826","475,551,500"
"12/07/2021","30.957","32.449","30.651","32.427","593,053,500"
"12/06/2021","29.88","30.241","28.038","30.037","658,938,500"
"12/03/2021","32","32.129","30.13","30.693","544,325,100"
"12/02/2021","31.214","32.478","31.025","32.126","472,890,300"
"12/01/2021","33.2195","33.2893","31.38","31.435","485,802,000"
"11/30/2021","33.169","33.353","31.864","32.676","622,066,500"
"11/29/2021","32.366","33.412","32.036","33.376","454,964,000"
"11/26/2021","32.6","32.71","31.35","31.503","283,068,900"
"11/24/2021","31.461","32.855","30.928","32.674","435,162,300"
"11/23/2021","31.535","32.36","30.88","31.746","532,162,700"
"11/22/2021","33.517","34.647","31.9","31.956","754,335,200"
"11/19/2021","32.243","33.088","31.905","32.985","533,866,700"
"11/18/2021","32.367","32.76","31.321","31.675","781,710,800"
"11/17/2021","30.418","30.509","28.8","29.261","428,508,000"
"11/16/2021","29.759","30.39","29.7059","30.203","264,483,700"
"11/15/2021","30.552","30.644","29.247","30.025","384,909,000"
"11/12/2021","30.01","30.68","29.63","30.39","413,054,300"
"11/11/2021","30.468","30.59","29.777","30.39","332,172,100"
"11/10/2021","29.356","30.85","28.778","29.459","636,205,700"
"11/09/2021","32.282","32.31","29.964","30.657","646,746,200"
"11/08/2021","30.149","31.1","29.907","30.804","503,100,900"
"11/05/2021","30.187","31.4","29.41","29.752","851,260,200"
"11/04/2021","27.229","31.365","27.118","29.801","1,153,631,000"
"11/03/2021","26.67","26.784","26.235","26.598","239,910,300"
"11/02/2021","25.822","26.678","25.8","26.401","294,112,400"
"11/01/2021","25.649","25.894","25.227","25.827","265,739,800"
"10/29/2021","25.0005","25.709","25","25.567","292,502,800"
"10/28/2021","24.878","24.95","24.523","24.941","234,204,300"
"10/27/2021","24.474","25.09","24.282","24.451","245,989,900"
"10/26/2021","23.989","25.259","23.924","24.717","485,898,300"
"10/25/2021","22.973","23.355","22.77","23.166","230,234,800"
"10/22/2021","22.823","23.13","22.561","22.726","249,383,800"
"10/21/2021","22.097","22.711","22.083","22.692","187,590,300"
"10/20/2021","22.3045","22.433","21.982","22.103","146,275,900"
"10/19/2021","22.276","22.379","22.037","22.29","161,473,300"
"10/18/2021","21.749","22.291","21.644","22.222","189,493,600"
"10/15/2021","21.81","21.931","21.662","21.862","226,994,000"
"10/14/2021","21.288","21.755","21.122","21.746","243,588,800"
"10/13/2021","20.918","20.99","20.713","20.939","180,651,900"
"10/12/2021","20.8275","21.057","20.528","20.671","162,133,500"
"10/11/2021","20.575","21.063","20.511","20.695","163,387,500"
"10/08/2021","21.101","21.206","20.775","20.831","151,257,900"
"10/07/2021","21.092","21.322","20.972","21.075","256,918,900"
"10/06/2021","20.12","20.72","20.08","20.7","297,201,800"
"10/05/2021","19.95","20.648","19.854","20.451","279,281,700"
"10/04/2021","20.504","20.5418","19.555","19.732","345,635,000"
"10/01/2021","20.75","20.859","20.203","20.742","240,978,000"
"09/30/2021","20.7684","21.066","20.688","20.716","221,009,100"
"09/29/2021","20.9395","21.017","20.467","20.517","218,393,600"
"09/28/2021","21.2135","21.419","20.651","20.699","343,069,000"
"09/27/2021","21.7104","21.799","21.325","21.66","245,215,100"
"09/24/2021","22.07","22.149","21.861","22.081","217,655,500"
"09/23/2021","22.14","22.5345","21.89","22.482","248,554,900"
"09/22/2021","21.3655","21.96","21.196","21.941","268,725,600"
"09/21/2021","21.4165","21.425","20.95","21.246","204,688,100"
"09/20/2021","21.146","21.433","20.662","21.113","349,440,500"
"09/17/2021","22.3","22.321","21.83","21.9","294,502,800"
"09/16/2021","22.1835","22.277","21.927","22.242","156,033,400"
"09/15/2021","22.309","22.367","21.966","22.341","166,538,000"
"09/14/2021","22.275","22.41","22.086","22.242","199,754,600"
"09/13/2021","22.684","22.964","21.858","22.152","297,499,900"
"09/10/2021","22.3483","22.626","22.27","22.478","248,375,700"
"09/09/2021","22.312","22.538","22.131","22.177","196,856,000"
"09/08/2021","22.513","22.61","21.977","22.339","254,434,200"
"09/07/2021","22.833","22.899","22.5224","22.662","198,107,200"
"09/03/2021","22.325","22.986","22.2","22.843","280,832,000"
"09/02/2021","22.518","22.593","22.2945","22.396","188,109,600"
"09/01/2021","22.485","22.697","22.3565","22.441","201,767,000"
"08/31/2021","22.695","22.695","22.12","22.385","259,849,700"
"08/30/2021","22.83","23.043","22.551","22.688","262,579,900"
"08/27/2021","22.184","22.722","22.167","22.636","304,722,200"
"08/26/2021","22.2","22.34","21.79","22.068","237,940,400"
"08/25/2021","21.737","22.47","21.722","22.213","347,701,000"
"08/24/2021","21.753","21.959","21.535","21.793","297,298,900"
"08/23/2021","20.971","21.997","20.95","21.958","575,806,600"
"08/20/2021","19.991","20.8651","19.933","20.816","675,741,300"
"08/19/2021","19.494","20.495","18.762","19.798","766,554,800"
"08/18/2021","19.5","19.6336","19","19.04","285,913,500"
"08/17/2021","19.685","19.77","19.267","19.458","204,584,900"
"08/16/2021","20.135","20.287","19.453","19.95","211,152,800"
"08/13/2021","19.905","20.2138","19.851","20.188","183,062,900"
"08/12/2021","19.87","20.029","19.62","19.905","151,861,600"
"08/11/2021","20.043","20.049","19.43","19.699","185,924,800"
"08/10/2021","20.322","20.43","19.8345","19.936","179,237,800"
"08/09/2021","20.446","20.508","20.143","20.295","146,443,100"
"08/06/2021","20.524","20.57","20.21","20.366","178,496,600"
"08/05/2021","20.5","20.733","20.342","20.637","211,435,400"
"08/04/2021","19.99","20.318","19.828","20.274","231,309,400"
"08/03/2021","19.74","20.222","19.22","19.815","301,810,700"
"08/02/2021","19.7","19.961","19.361","19.75","217,444,000"
"07/30/2021","19.418","19.63","19.263","19.499","183,497,500"
"07/29/2021","19.519","19.853","19.328","19.662","190,780,900"
"07/28/2021","19.3192","19.646","18.995","19.503","202,191,200"
"07/27/2021","19.265","19.622","18.741","19.208","248,862,600"
"07/26/2021","19.311","19.442","18.914","19.294","203,943,200"
"07/23/2021","19.6564","19.7","19.25","19.558","195,672,000"
"07/22/2021","19.642","19.887","19.276","19.594","323,826,000"
